job title,company name,location,skills,links
Maintenance Engineer,El Hegaz Development -,"Ain Sokhna, Suez, Egypt ",Full TimePart TimeExperienced · 7 - 10 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering · Maintenance · Mechanical Engineering · Operations · hotel,https://wuzzuf.net/jobs/p/OULYI61KFQMM-Maintenance-Engineer-El-Hegaz-Development-Suez-Egypt?o=50&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Quality Intern - Alexandria / Graduates Only,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,"Ameria, Alexandria, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · males_only · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Production Engineering · industrial Quality · Production · Engineering · Internal audit · Quality Assurance · Quality Control,https://wuzzuf.net/jobs/p/wcptRCuFo9El-Quality-Intern---Alexandria-Graduates-Only-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt?o=51&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Human Resources Manager,Exception Patisserie -,"6th of October, Giza, Egypt ",Full TimeManager · 12 - 18 Yrs of Exp · males_only · Human Resources · Recruitment · Personnel · English · Computer Skills · Human Resources (HR) · HR · Business Administration · Human Resources · Arabic,https://wuzzuf.net/jobs/p/1CjbXMmMRmql-Human-Resources-Manager-Exception-Patisserie-Giza-Egypt?o=52&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Administrative Assistant,Logistic Group -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Administration · Secretary · Problem Solving · Time Management · Assistant · Admin · Microsoft Office · Office management,https://wuzzuf.net/jobs/p/Jor08YCrIw8M-Administrative-Assistant-Logistic-Group-Cairo-Egypt?o=53&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Outdoor Sales Acquisition Specialist,CreditGO -,"Attarin, Alexandria, Egypt ",Full TimePart TimeFreelance / ProjectEntry Level · 1 - 5 Yrs of Exp · Business Development · Sales/Retail · business · Communication · excel · MS · Outdoor Sales · sales skills · Sales · Target,https://wuzzuf.net/jobs/p/yGeZEXBtXsEL-Outdoor-Sales-Acquisition-Specialist-CreditGO-Alexandria-Egypt?o=54&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Partnership Operations Specialist,Mrsool -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Writing/Editorial · Operations/Management · Content Writing · Data Entry · Customer Service · English · Customer Care · Content · Operations,https://wuzzuf.net/jobs/p/wDIJwoHVgHrO-Partnership-Operations-Specialist-Mrsool-Cairo-Egypt?o=55&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Marketing Senior Executive,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Digital Marketing · Social Media · Communication · Business Administration · Online Marketing · Sales,https://wuzzuf.net/jobs/p/q8QJcdgjoFCB-Marketing-Senior-Executive-Cairo-Egypt?o=56&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Guest Service Agent,Zewail City -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Tourism/Travel · Guest service · Service · Agent · Customer Care · Communication skills · Computer Skills · Customer Service · Hotels,https://wuzzuf.net/jobs/p/m2hcZasQXj3w-Guest-Service-Agent-Zewail-City-Giza-Egypt?o=57&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Maintenance Engineer,Confidential -,"Ras Sedr, South Sinai, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Other · Maintenance · Engineering · Mechanical Engineering · computer · Skills · Operations · hotel · Budgeting,https://wuzzuf.net/jobs/p/trEz49mgZQPE-Maintenance-Engineer-South-Sinai-Egypt?o=58&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Cost Control Accountant - Food & Beverage,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting System · Communication skills · Cost Control · Cost · F&B · Finance · Financial Analysis · Reporting · Communication,https://wuzzuf.net/jobs/p/niFuLRsilSYX-Cost-Control-Accountant---Food-Beverage-Cairo-Egypt?o=59&l=sp&t=sj&a=restaurent|search-v3|hpb
