job title,company name,location,skills,links
Senior E-Commerce Software Developer (Magento 2),shop4build -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS,https://wuzzuf.net/jobs/p/ISBo5or6VZwL-Senior-E-Commerce-Software-Developer-Magento-2-shop4build-Cairo-Egypt?o=48&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Junior Software Developer,German International University -,"New Capital, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Software Development · .NET · ASP.NET · C# · HTML,https://wuzzuf.net/jobs/p/OmCAyUMvNpQr-Junior-Software-Developer-German-International-University-Cairo-Egypt?o=49&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Full Stack Developer (.NET),Tamweely -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · CSS · Git · HTML5 · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/5QSm1jJ2rP4Y-Full-Stack-Developer-NET-Tamweely-Cairo-Egypt?o=50&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Pega Developer,SSC Egypt -,"Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · pega · Agile · CSS · Information Technology (IT) · Java · JavaScript · Software Development · Pega Developer,https://wuzzuf.net/jobs/p/t6bMqeskTejq-Pega-Developer-SSC-Egypt-Cairo-Egypt?o=51&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Devops Engineer,Techno-Ways -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · DevOps · Docker · Engineering · Information Technology (IT) · Git,https://wuzzuf.net/jobs/p/RzoPaMpXSrRg-Devops-Engineer-Techno-Ways-Cairo-Egypt?o=52&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
C#.NET Developer (MVC),Procrew -,"Alexandria, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · HTML · JavaScript · C# · Development · Information Technology (IT) · Programming · Software Development,https://wuzzuf.net/jobs/p/jxtvX6KTCBnD-CNET-Developer-MVC-Procrew-Alexandria-Egypt?o=53&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Front-end / UI Design Developer - Remotely for UK from Egypt,Mobile Wave 3 -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · HTML5 · jQuery · Angular · CSS · JavaScript · CSS3 · Front end,https://wuzzuf.net/jobs/p/lvCRauHiHbhV-Front-end-UI-Design-Developer---Remotely-for-UK-from-Egypt-Mobile-Wave-3-Cairo-Egypt?o=54&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Wordpress Developer,Callvita -,"Cairo, Egypt ",Freelance / ProjectExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WordPress · WordPress Development · Design · front-end · Computer Science · CSS3 · HTML5 · back-end,https://wuzzuf.net/jobs/p/Xvake7tXZ1lZ-Wordpress-Developer-Callvita-Cairo-Egypt?o=55&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Flutter Developer,Zamred -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Flutter developer · flutter · Information Technology (IT) · Software Development · JavaScript · Engineering · Laravel · HTML5,https://wuzzuf.net/jobs/p/3JdrSSZqy1p7-Flutter-Developer-Zamred-Cairo-Egypt?o=56&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Senior React / Node Developer - Remote,GetTechForce.com -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Full Stack · JavaScript · Node.js · Js · React · React.js · RESTful,https://wuzzuf.net/jobs/p/RjGwgZJYM9kN-Senior-React-Node-Developer---Remote-GetTechForce-com-Cairo-Egypt?o=57&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Senior Software Engineer / Team lead,Dalia -,"Cairo, Egypt ",Full TimeWork From HomeManager · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · javaScript · MVC · Full Stack · Computer Science · Information Technology (IT) · Software,https://wuzzuf.net/jobs/p/F0ubv1GVNtQF-Senior-Software-Engineer-Team-lead-Dalia-Cairo-Egypt?o=58&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
SEO Specialist,Dafater -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · AdWords · CSS · E-Marketing · Google Adwords · JavaScript · HTML · Marketing · Search Engine,https://wuzzuf.net/jobs/p/77lPomrD2ReE-SEO-Specialist-Dafater-Cairo-Egypt?o=59&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
SEM/SMM Specialist,Dafater -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · AdWords · CSS · Google Adwords · HTML · JavaScript · Marketing · Search Engine,https://wuzzuf.net/jobs/p/HmqsaH9CfGr8-SEMSMM-Specialist-Dafater-Cairo-Egypt?o=60&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Frontend Developer ( Angular ),Qsource -,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Angular · Computer Science · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/4DH69LF8zljJ-Frontend-Developer-Angular-Qsource-Giza-Egypt?o=91&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
UI/UX designer,intella -,"Dokki, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · UI/UX · Design · UI Design · UI · UX · UX Design · Sketch,https://wuzzuf.net/jobs/p/4VSBRqcLAV85-UIUX-designer-intella-Giza-Egypt?o=92&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
