job title,company name,location,skills,links
"Office Secretary, Presales Support","SOFTCUT, Software & Solutions -","Montaza, Alexandria, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · females_preferred · Administration · IT/Software Development · Marketing/PR/Advertising · Secretary · Administration · Sales Support · Online Marketing,https://wuzzuf.net/jobs/p/fGJWzEk8mzQY-Office-Secretary-Presales-Support-SOFTCUT-Software-Solutions-Alexandria-Egypt?o=93&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Assistant,EL Shourook FOX -,"Haram, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · females_only · Administration · Assistant · Executive Assistant · Administration · Executive · Secretary · Office management · Microsoft Office · English,https://wuzzuf.net/jobs/p/YAAtL087T4U9-Executive-Assistant-EL-Shourook-FOX-Giza-Egypt?o=94&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Quola -,"6th of October, Giza, Egypt ",Full TimeEntry Level · Administration · Microsoft Office · Administration · Secretary · Office management,https://wuzzuf.net/jobs/p/GxZ93YUUcgEh-Executive-Secretary-Quola-Giza-Egypt?o=95&l=sp&t=sj&a=secretary|search-v3|hpb
Personal Assistant,BE ORIGINAL -,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Administration · Administration · Assistant · personal assistant · Personal · Secretary · Office management,https://wuzzuf.net/jobs/p/Mzg3UN1d912J-Personal-Assistant-BE-ORIGINAL-Giza-Egypt?o=96&l=sp&t=sj&a=secretary|search-v3|hpb
"Personal Assistant "" PA""",Confidential -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Communication skills · Administration · Communication · Office management · Secretary · Secretarial · Skills · Microsoft Office,https://wuzzuf.net/jobs/p/14mmBqeJc3DC-Personal-Assistant-PA-Cairo-Egypt?o=97&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Confidential -,"Zamalek, Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · females_only · Administration · Customer Service/Support · Secretary · Administration · Office management · Microsoft Office · word · office,https://wuzzuf.net/jobs/p/1tHg7ovbsDdI-Executive-Secretary-Cairo-Egypt?o=98&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Confidential -,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · English · Secretary · Administration · Microsoft Office · Office Management · Communication Skills,https://wuzzuf.net/jobs/p/z9xHmnmqjewj-Executive-Secretary-Cairo-Egypt?o=99&l=sp&t=sj&a=secretary|search-v3|hpb
Customer Service - Fluent English Speaker,London International Patient Services -,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Adminsrition · Customer Services · Customer Care · Customer Support · English · Call Centre · Call Center · Communication · Office Management,https://wuzzuf.net/jobs/p/fp6GoZNIiILE-Customer-Service---Fluent-English-Speaker-London-International-Patient-Services-Cairo-Egypt?o=100&l=sp&t=sj&a=secretary|search-v3|hpb
Personal Assistant,VIGOR -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · females_only · Administration · Administration · Admin · Microsoft Office · Office Management · Secretary · Sales,https://wuzzuf.net/jobs/p/DLtW0tJG89aN-Personal-Assistant-VIGOR-Cairo-Egypt?o=101&l=sp&t=sj&a=secretary|search-v3|hpb
Receptionist,Carina Wear -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · females_only · Administration · Admin · Microsoft Office · Administration · Office Management · Secretary · Front Office · Communication · Management · Skills,https://wuzzuf.net/jobs/p/g9vHZDxAUow6-Receptionist-Carina-Wear-Cairo-Egypt?o=102&l=sp&t=sj&a=secretary|search-v3|hpb
