job title,company name,location,skills,links
Executive Assistant (Egypt),AmayaSoft -,"Cairo, Egypt ",Full TimeWork From HomeManager · 1 - 3 Yrs of Exp · IT/Software Development · Operations/Management · Project/Program Management · Administration · Management · Research · Communication · Arabic,https://wuzzuf.net/jobs/p/qDXLq2DZJOgz-Executive-Assistant-Egypt-AmayaSoft-Cairo-Egypt?o=34&l=sp&t=sj&a=gaming|search-v3|hpb
Digital Sales Associate,Coolboots Media Pvt Ltd -,"Gurgaon, India ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · Business Development · Sales/Retail · Business Development · Sales · sales skills · Sales Target · Digital Sales,https://wuzzuf.net/jobs/p/U2Cw1Lo526Aq-Digital-Sales-Associate-Coolboots-Media-Pvt-Ltd-Gurgaon-India?o=35&l=sp&t=sj&a=gaming|search-v3|hpb
Scrum Master,Estshara -,"Nasr City, Cairo, Egypt ",Full TimeManager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Project Management · Computer Science · Information Technology (IT) · Scrum Master · Scrum · Software · Testing,https://wuzzuf.net/jobs/p/n1B2gPbIc8Zo-Scrum-Master-Estshara-Cairo-Egypt?o=36&l=sp&t=sj&a=gaming|search-v3|hpb
Unity Developer,Confidential -,"Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Animation · Information Technology (IT) · Scripting · Computer Science · Unity · Software Development · Engineering,https://wuzzuf.net/jobs/p/7M2XnGrh5gkE-Unity-Developer-Giza-Egypt?o=37&l=sp&t=sj&a=gaming|search-v3|hpb
Receptionist & Front Office Sales,Adrenalin Park -,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Administration · Customer Service/Support · Sales/Retail · Sales · Business Development · Reception · Admin · Administration · Communication · Sales Admin,https://wuzzuf.net/jobs/p/4vNgF3scBYRm-Receptionist-Front-Office-Sales-Adrenalin-Park-Giza-Egypt?o=38&l=sp&t=sj&a=gaming|search-v3|hpb
Product Executive,3A Pharma -,"Hadayek Alkobba, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 5 Yrs of Exp · Sales/Retail · Sales · Medical Sales · Customer Service · sales skills · Sales Target,https://wuzzuf.net/jobs/p/sowCM7o6eYpK-Product-Executive-3A-Pharma-Cairo-Egypt?o=39&l=sp&t=sj&a=gaming|search-v3|hpb
Senior Talent Acquisition Specialist,StatsBomb -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Human Resources · Interviewing · Recruitment · Hiring · Human Resources (HR) · Talent acquisition · Recruiting,https://wuzzuf.net/jobs/p/q8uUsSeQOniL-Senior-Talent-Acquisition-Specialist-StatsBomb-Cairo-Egypt?o=40&l=sp&t=sj&a=gaming|search-v3|hpb
Material Art Developer,Leap Development Hub -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · Material Design · Artwork · English · Applied Arts · Computer Skills,https://wuzzuf.net/jobs/p/yRALVKUfIygo-Material-Art-Developer-Leap-Development-Hub-Cairo-Egypt?o=41&l=sp&t=sj&a=gaming|search-v3|hpb
Educational Content Creator - Alexandria,Arabic Localizer -,"San Stefano, Alexandria, Egypt ",Full TimeEntry Level · females_only · Writing/Editorial · Education/Teaching · English · Arabic · Research · Teaching · Writing · Marketing · Content Creation,https://wuzzuf.net/jobs/p/SADK2At7dVvf-Educational-Content-Creator---Alexandria-Arabic-Localizer-Alexandria-Egypt?o=42&l=sp&t=sj&a=gaming|search-v3|hpb
Senior Backend Developer (Immediate Hire),Malaeb -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · MySQL · Laravel · Docker · Backend · API · OOP · Information Technology (IT),https://wuzzuf.net/jobs/p/msgyyrbgDCSe-Senior-Backend-Developer-Immediate-Hire-Malaeb-Cairo-Egypt?o=43&l=sp&t=sj&a=gaming|search-v3|hpb
French Teacher,Confidential -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Education/Teaching · french language · Education,https://wuzzuf.net/jobs/p/kkwuBjJmrsG7-French-Teacher-Cairo-Egypt?o=44&l=sp&t=sj&a=gaming|search-v3|hpb
Product Designer,GameOn for Information Solutions -,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Adobe Suite · adobe · Creative · Design · Engineering · Information Technology (IT) · Mobile,https://wuzzuf.net/jobs/p/P0fooOa4Q905-Product-Designer-GameOn-for-Information-Solutions-Giza-Egypt?o=45&l=sp&t=sj&a=gaming|search-v3|hpb
Digital Marketing Intern,EgyGamer -,"6th of October, Giza, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · E-Marketing · Marketing · Social Media · Digital Advertising · Web Advertising · SEO · English,https://wuzzuf.net/jobs/p/W2Cc0z9aocpf-Digital-Marketing-Intern-EgyGamer-Giza-Egypt?o=46&l=sp&t=sj&a=gaming|search-v3|hpb
"Unreal Engine 5 Generalists Remote/Onsite (KSA, Cairo, Alexandria)",412labs.com -,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · R&D/Science · Creative/Design/Art · IT/Software Development · Unreal Engine · VR · Unreal Engine 4 · C++ · Blueprints · Animation · Photoreal Modeling,https://wuzzuf.net/jobs/p/QiLIx9kR1aVN-Unreal-Engine-5-Generalists-RemoteOnsite-KSA-Cairo-Alexandria-412labs-com-Cairo-Egypt?o=47&l=sp&t=sj&a=gaming|search-v3|hpb
Performance Marketing Specialist,Arabhardware -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Digital Marketing · Digital · Marketing · SEO · SEM · English · Media,https://wuzzuf.net/jobs/p/7CUNRh4SoLR7-Performance-Marketing-Specialist-Arabhardware-Giza-Egypt?o=48&l=sp&t=sj&a=gaming|search-v3|hpb
Account Executive,Gamers Lounge -,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Account Executive · Account Management · Project Management · Sales · Sales Skills · Invoicing · Campaign,https://wuzzuf.net/jobs/p/dtAwmGnzOzr1-Account-Executive-Gamers-Lounge-Cairo-Egypt?o=49&l=sp&t=sj&a=gaming|search-v3|hpb
Digital Marketing Specialist,International Business Systems I.B.S. -,"Mokattam, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · AdWords · campaigns · Creative · Digital Marketing · E-Marketing · Social Media · Online Marketing,https://wuzzuf.net/jobs/p/tLqL1QKfFi8T-Digital-Marketing-Specialist-International-Business-Systems-I-B-S-Cairo-Egypt?o=50&l=sp&t=sj&a=gaming|search-v3|hpb
Customer Service Representative,EgyGamer -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Communication · Customer · Service · Skills · English · Arabic · CRM,https://wuzzuf.net/jobs/p/xV6CLunFCaE3-Customer-Service-Representative-EgyGamer-Giza-Egypt?o=51&l=sp&t=sj&a=gaming|search-v3|hpb
Learning & Development Senior Specialist,WellGrow Training and  Consulting  -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Business Development · Creative/Design/Art · Training/Instructor · Learning and development · learning · E-Learning · Communication · Training · Training Needs Analysis · LLD,https://wuzzuf.net/jobs/p/S2JrpyzJDeEx-Learning-Development-Senior-Specialist-WellGrow-Training-and-Consulting-Cairo-Egypt?o=52&l=sp&t=sj&a=gaming|search-v3|hpb
Scriptwriter,GPS -,"Hadayek Alkobba, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Writing/Editorial · Media/Journalism/Publishing · Education/Teaching · Content · Content Writing · Communication · Scriptwriting,https://wuzzuf.net/jobs/p/WXAE2h46PTbr-Scriptwriter-GPS-Cairo-Egypt?o=53&l=sp&t=sj&a=gaming|search-v3|hpb
Educational Consultant,Confidential -,"Giza, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · Education/Teaching · Education · Educational · Educational Consultation · Content Development,https://wuzzuf.net/jobs/p/TNtvMkVwOrhI-Educational-Consultant-Giza-Egypt?o=54&l=sp&t=sj&a=gaming|search-v3|hpb
Kindergarten Teacher,Manhattan Schools -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Education/Teaching · KG · Education · Kindergarten · Teacher · Teaching,https://wuzzuf.net/jobs/p/nIckEKPAvhI0-Kindergarten-Teacher-Manhattan-Schools-Cairo-Egypt?o=55&l=sp&t=sj&a=gaming|search-v3|hpb
Senior Instructional Designer,Future Group -,"Mohandessin, Giza, Egypt ",Full TimeWork From HomeExperienced · 4 - 5 Yrs of Exp · Creative/Design/Art · Training/Instructor · Instructional · Instructional Design · Design · Information Technology (IT) · Education Technology · Training · learning · Instructional text,https://wuzzuf.net/jobs/p/Y9nTYlJYFq8d-Senior-Instructional-Designer-Future-Group-Giza-Egypt?o=56&l=sp&t=sj&a=gaming|search-v3|hpb
Senior JavaScript & TypeScript Developer,Split-E -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WebGL · JavaScript · Programming · Typescript · Software Development · Software · Computer Science · Development,https://wuzzuf.net/jobs/p/yfhvBgf889xa-Senior-JavaScript-TypeScript-Developer-Split-E-Cairo-Egypt?o=57&l=sp&t=sj&a=gaming|search-v3|hpb
Creative Graphic Designer - 5th Settlement/90 St.,Ulemt -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Graphic Design · Graphic · Design · Adobe illustrator · photoshop · HTML · CSS · Creative,https://wuzzuf.net/jobs/p/aM8LSJdJuEVb-Creative-Graphic-Designer---5th-Settlement90-St-Ulemt-Cairo-Egypt?o=58&l=sp&t=sj&a=gaming|search-v3|hpb
GYM Trainer,German International University -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sports and Leisure · Training/Instructor · Cpr · Customer Service · First Aid · Fitness · fitness trainer · Gym · Sports,https://wuzzuf.net/jobs/p/MuTRiTFRcP5a-GYM-Trainer-German-International-University-Cairo-Egypt?o=59&l=sp&t=sj&a=gaming|search-v3|hpb
Digital Marketing Specialist,EgyGamer -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · Digital Marketing · Online Marketing · E-marketing · Communication Skills · Marketing · Design · Web Design,https://wuzzuf.net/jobs/p/w66GhvZ9c8hn-Digital-Marketing-Specialist-EgyGamer-Giza-Egypt?o=60&l=sp&t=sj&a=gaming|search-v3|hpb
Senior Full Stack .Net Developer,SURE International Technology -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · .net core · ASP.Net · Angular · Information Technology (IT) · Computer Science · Software Development · software developer,https://wuzzuf.net/jobs/p/zlGhnkr2DBJQ-Senior-Full-Stack-Net-Developer-SURE-International-Technology-Cairo-Egypt?o=91&l=sp&t=sj&a=gaming|search-v3|hpb
