job title,company name,location,skills,links
Senior C++ Software Developer,Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · OOP · Information Technology (IT) · Engineering · Telecommunication · German · Computer Science · Development,https://wuzzuf.net/jobs/p/Xa06oSsc5qnT-Senior-C-Software-Developer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb
Front End Developer - Intern,Dottopia -,"Agouza, Giza, Egypt ",InternshipEntry Level · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · English · Information Technology (IT) · JavaScript · Programming · Python · Software Development,https://wuzzuf.net/jobs/p/a1qWiKPpWqxg-Front-End-Developer---Intern-Dottopia-Giza-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Expleo -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Java · Information Technology (IT) · Azure DevOps Server · Git · Software Development · Computer Science · AWS,https://wuzzuf.net/jobs/p/FMu0khwAsMiI-Senior-Devops-Engineer-Expleo-Cairo-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb
Senior Backend Engineer,LxT -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Python · Programming · Software Development · Testing · Agile · AWS Cloud · Flask,https://wuzzuf.net/jobs/p/mHG1xO6JFYW7-Senior-Backend-Engineer-LxT-Giza-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb
Junior Backend Developer,SSC Egypt -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · backend · Computer Science · CSS · HTML · Information Technology (IT) · Java · JavaScript,https://wuzzuf.net/jobs/p/mpSd0slNGv3M-Junior-Backend-Developer-SSC-Egypt-Cairo-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb
Senior Backend Developer,SSC Egypt -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · backend · Computer Science · CSS · HTML · Information Technology (IT) · Java · JavaScript,https://wuzzuf.net/jobs/p/4HSZz47mNqFU-Senior-Backend-Developer-SSC-Egypt-Cairo-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb
Desktop Applications Junior Developer,SIMS OFFSHORE -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Computer Science · Information Technology (IT) · MySQL · Software Engineering · Framework · ADO.Net · Mysql Database,https://wuzzuf.net/jobs/p/PPdbWSpBD8po-Desktop-Applications-Junior-Developer-SIMS-OFFSHORE-Giza-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb
job title,company name,location,skills,links
Automation Test Engineer,Confidential -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Ansible · AWS · Cloud · Computer Science · DevOps · Docker · Github,https://wuzzuf.net/jobs/p/FrhKHTu91bfB-Automation-Test-Engineer-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb
AWS Devops Engineer,Confidential -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ansible · AWS · Cloud · Computer Science · DevOps · Docker · Github · Information Technology (IT),https://wuzzuf.net/jobs/p/53UllZWE0yAY-AWS-Devops-Engineer-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Confidential -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · JavaScript · Odoo · PostgreSQL · Python · XML · jQuery · HTML,https://wuzzuf.net/jobs/p/OChzn3awSVCd-Odoo-Developer-Giza-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,Contact -,"Downtown, Cairo, Egypt ",Full TimeEntry Level · 1 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · DevOps · Devops Engineer · engineer · Information Technology (IT) · Software Development · Git,https://wuzzuf.net/jobs/p/GzOKlnCUp7Ao-Devops-Engineer-Contact-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb
